;0;1
117;https://www.comprecar.com.br/carros-usados/itu/hb20s-10-12v-evolution-1613203;['2021', '2022', 'Branco', 'Hyundai', '4']
118;https://www.comprecar.com.br/carros-usados/itu/commander-20-td380-turbo-overland-1640507;['2021', '2022', 'Prata', 'JEEP', '4']
119;https://www.comprecar.com.br/carros-usados/itu/duster-oroch-16-16v-sce-express-1641629;['2021', '2022', 'Prata', 'Renault', '4']
120;https://www.comprecar.com.br/carros-usados/itu/hilux-28-d-4d-turbo-cd-srx-4x4-1645207;['2022', '2022', 'Preto', 'Toyota', '4']
121;https://www.comprecar.com.br/carros-usados/itu/mobi-10-8v-like-1653597;['2021', '2022', 'Prata', 'Fiat', '4']
122;https://www.comprecar.com.br/carros-usados/itu/duster-16-16v-sce-iconic-1653750;['2021', '2022', 'Bege', 'Renault', '4']
123;https://www.comprecar.com.br/carros-usados/itu/320i-20-16v-turbo-sport-gp-1671421;['2021', '2022', 'Branco', 'BMW', '4']
124;https://www.comprecar.com.br/carros-usados/sorocaba/hilux-sw4-28-d-4d-turbo-srx-7l-4x4-1643391;['2021', '2022', 'Marrom', 'Toyota', '4']
125;https://www.comprecar.com.br/carros-usados/itu/polo-10-200-tsi-comfortline-automatico-1609150;['2021', '2022', 'Branco', 'Volkswagen', '4']
126;https://www.comprecar.com.br/carros-usados/itu/compass-13-t270-turbo-flex-limited-at6-1637550;['2021', '2022', 'Preto', 'JEEP', '4']
127;https://www.comprecar.com.br/carros-usados/itu/t-cross-10-200-tsi-total-flex-automatico-1650955;['2021', '2022', 'Azul', 'Volkswagen', '4']
128;https://www.comprecar.com.br/carros-usados/itu/toro-13-turbo-270-flex-volcano-at6-1650959;['2021', '2022', 'Cinza', 'Fiat', '4']
129;https://www.comprecar.com.br/carros-usados/itu/commander-20-td380-turbo-diesel-overland-at9-1651485;['2021', '2022', 'Prata', 'JEEP', '4']
130;https://www.comprecar.com.br/carros-usados/itu/corolla-cross-20-vvt-ie-flex-xre-direct-shift-1663883;['2021', '2022', 'Prata', 'Toyota', '4']
131;https://www.comprecar.com.br/carros-usados/itu/l200-triton-24-16v-turbo-diesel-sport-hpe-cd-4p-1665147;['2021', '2022', 'Azul', 'Mitsubishi', '4']
132;https://www.comprecar.com.br/carros-usados/sorocaba/punto-14-attractive-8v-4p-manual-1655855;['2012', '2013', 'Branco', 'Fiat', '4']
133;https://www.comprecar.com.br/carros-usados/sorocaba/ka-15-se-16v-4p-manual-1671201;['2014', '2015', 'Branco', 'FORD', '4']
134;https://www.comprecar.com.br/carros-usados/itu/corolla-20-vvt-ie-flex-xei-direct-shift-1665526;['2021', '2022', 'Preto', 'Toyota', '4']
135;https://www.comprecar.com.br/carros-usados/itu/mobi-10-8v-evo-flex-easy-manual-1670346;['2021', '2022', 'Branco', 'Fiat', '4']
136;https://www.comprecar.com.br/carros-usados/capivari/corolla-20-vvt-ie-xei-direct-shift-1634081;['2021', '2022', 'Preto', 'Toyota', '4']
137;https://www.comprecar.com.br/carros-usados/capivari/s10-28-mpfi-ltz-4x4-cd-16v-1665809;['2021', '2022', 'Preto', 'CHEVROLET', '4']
138;https://www.comprecar.com.br/carros-usados/indaiatuba/strada-endurance-cs-14-1668102;['2021', '2022', 'Prata', 'Fiat', '2']
